Timestamp,Delta_ms
2025-09-30T18:19:15.2036063Z,2,13
2025-09-30T18:19:15.2091302Z,1,01
2025-09-30T18:19:15.2131647Z,1,52
2025-09-30T18:19:15.2177190Z,2,03
2025-09-30T18:19:15.2233363Z,1,55
2025-09-30T18:19:15.2284095Z,1,01
2025-09-30T18:19:15.2334465Z,0,00
2025-09-30T18:19:15.2369858Z,1,01
2025-09-30T18:19:15.2455604Z,1,00
2025-09-30T18:19:15.2500877Z,1,00
2025-09-30T18:19:15.2616509Z,0,00
2025-09-30T18:19:15.2662776Z,1,51
2025-09-30T18:19:15.2713405Z,3,53
2025-09-30T18:19:15.2748767Z,1,00
2025-09-30T18:19:15.2980687Z,1,01
2025-09-30T18:19:15.3155312Z,1,01
2025-09-30T18:19:15.3353167Z,1,00
2025-09-30T18:19:15.3439248Z,2,02
2025-09-30T18:19:15.3565827Z,1,56
2025-09-30T18:19:15.3642205Z,2,52
2025-09-30T18:19:15.3827430Z,1,02
2025-09-30T18:19:15.3913680Z,1,03
2025-09-30T18:19:15.3981227Z,2,04
2025-09-30T18:19:15.4050805Z,0,73
2025-09-30T18:19:15.4137183Z,1,02
2025-09-30T18:19:15.4200819Z,1,52
